lambda[nm],I_Ref[au],I_Dunkel[au],I_70_70[au],I_70_80[au],I_70_90[au],I_70_100[au],I_70_110[au],I_70_120[au],I_70_130[au],I_70_140[au],I_90_70[au],I_90_80[au],I_90_90[au],I_90_100[au],I_90_110[au],I_90_120[au],I_90_130[au],I_90_140[au]
646.215,622.825,101.454,2605.216,2571.041,2385.175,1578.155,1560.773,1540.577,1399.804,1502.402,877.536,1045.402,1071.505,1043.577,1005.773,1074.526,1051.474,1188.423
646.343,625.247,100.01,2590.907,2553.835,2365.464,1584.619,1570.619,1540.546,1400.835,1515.268,886.454,1049.216,1075.67,1045.0,1022.072,1079.887,1056.093,1189.557
646.471,624.165,99.351,2718.629,2670.093,2407.443,1570.979,1560.722,1542.093,1403.392,1509.031,876.619,1049.082,1084.299,1045.515,1021.031,1069.165,1046.186,1186.505
646.599,625.557,100.041,2622.536,2564.814,2368.309,1574.247,1570.309,1542.268,1404.639,1500.165,870.402,1058.433,1073.567,1044.124,1011.144,1067.948,1048.959,1189.289
646.727,622.392,101.175,2598.876,2551.412,2367.629,1577.66,1559.701,1532.835,1408.247,1503.784,881.804,1046.722,1080.619,1039.567,1011.67,1066.526,1045.804,1189.34
646.855,621.763,100.845,2593.66,2558.876,2372.155,1576.784,1552.536,1535.649,1391.99,1498.299,858.216,1048.629,1089.67,1053.711,1012.732,1062.856,1037.866,1175.629
646.983,623.753,101.557,2582.784,2551.165,2346.01,1570.072,1563.309,1545.299,1396.464,1502.804,874.557,1051.485,1075.577,1049.041,1008.072,1068.979,1052.887,1187.423
647.112,622.66,101.443,2642.866,2599.247,2376.742,1582.99,1570.082,1551.67,1391.402,1507.577,877.371,1055.722,1086.34,1046.784,1026.639,1068.67,1046.938,1186.196
647.24,619.732,101.196,2596.041,2556.278,2365.33,1574.299,1567.216,1548.804,1407.0,1507.093,876.845,1052.495,1081.216,1044.155,1024.897,1071.402,1048.351,1181.938
647.368,612.979,100.227,2652.68,2591.093,2359.206,1561.289,1543.0,1531.464,1384.454,1496.773,866.68,1038.928,1073.093,1030.887,1006.144,1062.34,1038.495,1176.093
647.496,622.928,100.742,2588.557,2532.722,2330.649,1563.113,1547.082,1525.907,1383.289,1484.124,872.371,1037.784,1073.278,1051.546,1018.124,1069.155,1036.361,1169.505
647.624,614.361,100.309,2606.969,2561.701,2343.454,1559.103,1541.887,1516.577,1383.814,1496.814,869.392,1043.515,1069.588,1047.32,1011.557,1067.629,1027.907,1178.216
647.752,616.835,101.33,2599.237,2547.289,2349.804,1561.938,1544.402,1514.845,1375.546,1489.412,866.144,1036.423,1077.01,1044.113,1011.753,1060.495,1031.66,1171.99
647.88,611.959,100.443,2576.381,2500.918,2344.361,1562.691,1545.887,1528.742,1389.196,1491.835,866.01,1047.32,1089.124,1045.804,1016.371,1072.381,1040.052,1168.155
648.008,616.505,100.433,2607.505,2567.165,2361.691,1577.691,1567.041,1532.082,1379.34,1489.67,867.794,1046.392,1085.299,1050.216,1012.258,1065.515,1036.979,1162.856
648.137,610.546,101.031,2617.247,2547.68,2342.649,1549.072,1540.948,1523.948,1378.619,1479.268,861.0,1021.464,1066.237,1038.536,1007.99,1068.825,1026.711,1161.794
648.265,607.206,101.753,2580.742,2518.381,2319.948,1552.722,1535.247,1512.804,1370.402,1463.464,857.577,1028.33,1075.742,1033.639,1007.299,1053.856,1032.876,1154.021
648.393,610.464,99.969,2650.33,2591.66,2361.66,1571.711,1538.32,1517.515,1379.536,1474.0,860.041,1026.784,1074.144,1034.216,1009.299,1056.577,1038.052,1171.402
648.521,615.01,100.515,2571.32,2528.082,2327.639,1558.381,1542.546,1524.237,1376.557,1473.474,865.979,1028.701,1072.969,1045.351,1003.062,1064.0,1031.536,1172.041
648.649,611.928,100.196,2674.041,2602.196,2365.093,1555.361,1531.691,1511.629,1369.0,1473.155,849.113,1031.392,1073.526,1038.33,1001.299,1059.021,1031.546,1164.309
648.777,606.866,99.536,2631.103,2567.01,2326.598,1551.216,1539.237,1503.722,1362.67,1457.289,854.876,1016.454,1069.67,1029.124,1008.124,1052.567,1024.175,1152.701
648.905,605.66,100.412,2589.619,2522.206,2304.608,1553.784,1519.67,1504.124,1364.959,1462.01,858.175,1033.237,1071.186,1036.474,1007.062,1053.928,1031.072,1157.711
649.033,599.814,99.66,2648.144,2555.959,2356.804,1532.99,1527.567,1496.278,1355.505,1447.814,852.299,1020.639,1066.722,1030.454,993.113,1042.629,1013.763,1151.598
649.162,602.144,100.979,2583.01,2529.093,2311.928,1555.701,1516.546,1500.856,1353.732,1453.34,854.753,1025.732,1065.32,1021.01,995.258,1046.629,1021.495,1157.041
649.29,605.134,101.928,2565.794,2507.216,2305.66,1536.175,1519.856,1498.072,1346.031,1454.649,849.216,1011.289,1063.536,1025.515,995.515,1042.845,1018.845,1153.247
649.418,598.412,99.99,2561.825,2509.577,2309.804,1531.67,1508.67,1487.299,1353.546,1458.598,850.175,1006.01,1072.351,1021.959,993.113,1050.021,1016.278,1138.454
649.546,602.103,100.165,2678.619,2602.67,2337.361,1541.247,1525.753,1499.701,1348.856,1453.144,845.155,1011.113,1071.165,1024.144,999.072,1046.928,1017.918,1136.32
649.674,593.773,101.113,2578.784,2517.32,2314.433,1533.454,1524.804,1501.845,1362.876,1453.299,848.464,1018.897,1072.701,1038.443,1007.021,1051.041,1022.155,1151.959
649.802,599.608,100.093,2562.392,2490.691,2315.629,1541.072,1508.67,1488.763,1355.32,1452.072,845.887,1015.773,1068.67,1039.742,995.845,1042.309,1013.835,1148.546
649.93,594.227,100.216,2556.021,2499.979,2295.814,1526.124,1509.485,1496.67,1345.938,1435.402,845.392,1003.247,1068.485,1027.113,996.392,1033.124,1011.845,1145.227
650.058,592.649,100.866,2531.711,2478.608,2281.577,1534.918,1503.124,1487.536,1342.082,1437.01,833.639,1006.258,1067.371,1020.588,997.33,1043.371,1011.32,1145.134
650.187,600.392,99.722,2548.381,2493.041,2286.113,1535.124,1517.258,1483.237,1342.031,1429.361,838.351,1004.897,1077.495,1035.794,990.0,1043.072,1001.474,1149.753
650.315,598.763,100.278,2534.701,2474.072,2283.381,1534.753,1506.485,1493.526,1348.443,1434.515,845.031,1011.825,1066.526,1021.969,998.588,1049.598,1014.392,1152.99
650.443,591.268,101.505,2535.68,2482.814,2277.093,1518.918,1497.948,1467.381,1336.928,1428.701,837.299,1007.649,1063.979,1023.361,990.876,1037.948,1005.876,1145.907
650.571,593.68,99.907,2536.557,2471.113,2265.742,1525.639,1504.216,1478.67,1335.753,1429.021,841.804,999.794,1064.278,1021.392,995.979,1040.557,1016.887,1144.381
650.699,592.443,100.0,2527.206,2462.629,2251.567,1529.814,1508.299,1476.68,1327.103,1431.031,834.753,999.567,1062.216,1031.691,990.278,1037.773,1004.845,1132.588
650.827,596.536,101.196,2520.526,2465.948,2262.062,1532.887,1512.639,1485.485,1338.887,1436.454,843.649,1003.031,1073.918,1028.68,1004.072,1037.082,1007.742,1140.186
650.955,591.876,99.856,2530.577,2463.629,2264.99,1532.021,1490.722,1473.876,1322.794,1414.309,830.588,994.278,1069.464,1028.567,997.289,1032.433,1002.464,1127.979
651.083,591.969,100.567,2548.928,2496.907,2261.845,1522.918,1490.567,1473.67,1326.381,1425.454,837.113,989.619,1069.433,1015.041,1000.691,1039.928,1007.072,1132.536
651.212,583.278,101.546,2515.959,2438.196,2251.402,1519.34,1493.495,1460.639,1319.124,1411.474,826.66,983.278,1069.598,1028.526,987.392,1037.247,1001.082,1135.124
651.34,587.763,100.835,2530.588,2472.856,2250.474,1510.979,1485.464,1468.443,1312.062,1418.722,829.351,991.66,1070.299,1019.32,990.124,1022.68,1000.113,1125.742
651.468,584.598,99.361,2503.969,2446.845,2254.691,1504.546,1500.629,1462.258,1320.0,1424.794,831.0,995.289,1067.361,1029.464,994.443,1035.052,999.443,1128.959
651.596,584.371,100.34,2524.649,2460.856,2255.247,1517.649,1489.619,1459.299,1316.423,1398.948,831.629,985.732,1073.67,1019.639,987.196,1036.443,997.536,1123.959
651.724,588.897,101.227,2544.052,2458.887,2234.649,1519.577,1502.639,1471.835,1312.134,1407.278,830.66,989.99,1060.835,1026.639,982.526,1031.814,999.361,1131.629
651.852,578.722,100.68,2495.835,2432.639,2222.495,1505.144,1482.557,1458.66,1312.536,1395.072,826.969,980.082,1057.928,1020.454,984.0,1029.753,996.619,1119.299
651.98,580.66,100.134,2486.907,2431.588,2217.979,1485.649,1477.804,1452.134,1306.474,1384.0,819.247,975.072,1060.258,1014.134,987.278,1022.165,994.722,1129.412
652.108,587.093,99.794,2499.381,2442.351,2213.247,1501.278,1484.753,1461.361,1306.278,1402.907,827.526,988.526,1069.144,1021.66,993.588,1036.258,1000.474,1129.773
652.237,579.804,100.753,2501.381,2428.464,2222.052,1496.175,1470.0,1439.691,1300.371,1388.608,824.433,976.32,1065.103,1014.32,987.206,1019.804,993.144,1114.784
652.365,576.124,101.289,2473.711,2392.392,2198.082,1496.423,1471.907,1439.33,1286.062,1381.124,823.186,980.979,1054.227,1009.742,974.691,1013.639,987.01,1107.928
652.493,575.866,99.577,2471.134,2420.124,2211.639,1490.021,1481.649,1439.691,1289.691,1382.278,816.557,972.567,1065.32,1009.268,981.619,1024.588,984.969,1114.969
652.621,572.66,100.897,2463.186,2396.526,2185.515,1494.32,1464.031,1440.691,1292.392,1374.423,819.794,967.227,1065.567,1019.206,981.66,1012.474,985.165,1098.804
652.749,577.485,100.227,2479.526,2401.464,2192.804,1488.433,1473.216,1445.66,1293.918,1365.175,821.619,971.505,1066.557,1010.629,983.918,1020.67,982.175,1108.371
652.877,575.361,100.113,2472.454,2397.289,2185.381,1484.876,1470.763,1438.588,1291.412,1385.216,812.608,975.309,1058.588,1005.34,977.454,1013.536,986.072,1109.866
653.005,570.938,101.113,2471.0,2407.866,2193.052,1488.897,1469.216,1424.918,1288.969,1379.979,817.907,971.959,1070.825,1012.701,977.289,1025.0,985.876,1110.289
653.133,584.165,101.753,2465.536,2384.278,2169.361,1496.505,1471.402,1445.371,1291.103,1364.649,819.237,974.598,1060.598,1022.361,985.948,1025.742,988.907,1108.371
653.262,573.041,100.763,2459.113,2378.289,2166.443,1493.175,1463.794,1422.124,1282.845,1363.794,811.784,963.722,1055.454,1016.031,976.969,1009.155,990.268,1104.938
653.39,574.041,100.557,2462.031,2377.247,2163.278,1483.577,1467.021,1425.897,1280.588,1360.227,804.186,963.876,1063.423,1013.454,978.784,1011.546,980.918,1099.876
653.518,567.433,100.155,2492.979,2410.557,2165.804,1471.711,1469.124,1426.433,1275.216,1359.031,807.175,959.402,1058.144,1009.68,973.144,1013.227,979.845,1100.175
653.646,570.134,100.814,2448.299,2378.072,2165.206,1473.216,1450.969,1416.897,1271.186,1355.433,809.443,955.897,1060.536,1018.608,969.34,1010.443,976.052,1091.361
653.774,574.577,99.918,2446.804,2364.381,2151.711,1479.948,1448.711,1425.876,1275.072,1359.856,803.66,952.186,1059.876,1010.969,975.629,1006.649,977.021,1095.113
653.902,572.423,99.619,2465.196,2370.804,2175.711,1489.103,1466.577,1419.546,1279.629,1362.402,818.031,968.34,1061.309,1022.897,986.351,1012.67,980.32,1106.649
654.03,562.258,99.474,2461.536,2367.134,2158.01,1467.567,1440.649,1426.938,1271.165,1362.309,806.907,963.918,1056.773,998.67,978.351,1011.34,971.969,1096.412
654.158,558.381,100.206,2428.186,2352.536,2138.68,1460.711,1438.876,1408.969,1262.186,1338.216,805.247,943.866,1052.247,1004.268,960.577,1007.392,974.557,1092.371
654.287,562.072,101.093,2443.742,2355.268,2157.361,1477.062,1447.34,1412.722,1267.186,1345.113,804.237,946.68,1054.557,1009.897,974.948,1008.546,973.567,1090.526
654.415,562.247,101.01,2414.454,2339.381,2129.887,1456.794,1443.299,1403.258,1269.196,1336.876,794.33,950.701,1051.546,1005.825,966.629,1013.938,966.464,1091.103
654.543,558.082,100.031,2424.876,2337.515,2137.588,1462.825,1438.485,1410.082,1271.289,1337.206,801.32,949.433,1060.01,1008.278,964.588,1004.206,958.464,1092.649
654.671,558.474,99.959,2408.433,2332.299,2129.196,1456.887,1450.763,1402.629,1255.969,1331.814,796.155,946.485,1053.144,997.99,963.247,998.052,959.959,1083.495
654.799,556.072,99.969,2399.897,2335.33,2118.072,1449.536,1435.454,1391.052,1250.464,1326.536,798.227,936.99,1050.515,1003.072,961.309,999.289,966.742,1079.134
654.927,559.278,99.979,2405.959,2319.062,2113.052,1455.175,1444.732,1401.701,1244.495,1336.134,797.557,946.722,1053.01,1010.557,963.722,994.505,957.093,1085.278
655.055,553.278,99.876,2407.835,2313.866,2112.175,1445.948,1429.691,1393.918,1252.062,1319.567,787.577,946.526,1041.289,1004.227,962.351,1000.99,960.247,1074.897
655.183,554.33,99.474,2405.423,2314.979,2101.289,1438.825,1424.742,1389.784,1243.814,1323.515,786.423,932.227,1048.082,1001.433,962.887,993.351,959.629,1077.608
655.312,551.918,100.103,2398.34,2311.144,2099.639,1442.175,1419.546,1371.753,1238.732,1320.588,790.33,941.557,1049.784,996.289,954.392,994.237,947.278,1068.866
655.44,553.0,100.691,2383.928,2302.969,2096.103,1441.845,1431.629,1385.784,1242.598,1308.237,787.99,934.887,1046.33,1000.876,954.495,992.227,954.196,1078.649
655.568,540.68,100.629,2381.268,2304.969,2086.289,1435.464,1417.186,1378.546,1245.361,1305.907,783.289,932.649,1043.67,1001.041,956.814,992.361,952.361,1076.711
655.696,550.959,100.34,2412.711,2323.722,2099.784,1454.278,1424.072,1387.103,1232.887,1307.907,781.464,930.34,1049.619,1000.711,957.691,994.144,954.144,1075.856
655.824,546.041,100.186,2386.938,2316.907,2084.454,1441.619,1430.165,1392.557,1239.866,1309.464,794.443,936.412,1055.34,998.505,962.804,990.474,958.845,1075.34
655.952,546.711,99.546,2387.753,2281.979,2073.979,1430.588,1412.423,1369.969,1226.082,1305.237,788.701,925.99,1049.423,999.402,960.835,988.856,947.196,1063.577
656.08,548.794,100.103,2374.68,2286.907,2077.33,1425.371,1411.979,1361.649,1217.072,1292.608,781.722,925.515,1050.835,997.144,956.155,984.629,952.68,1070.546
656.208,547.082,100.0,2370.278,2278.474,2073.495,1441.278,1420.186,1382.206,1235.928,1305.237,790.515,935.247,1051.938,1006.33,962.804,993.381,957.443,1067.278
656.337,547.351,102.546,2368.814,2281.062,2056.33,1424.711,1412.876,1354.742,1220.845,1295.031,785.763,923.474,1041.546,997.918,950.557,989.155,948.99,1057.948
656.465,549.959,100.649,2386.835,2294.639,2076.515,1431.608,1420.062,1365.567,1234.072,1306.227,781.423,927.649,1051.206,1003.144,951.608,991.773,952.515,1055.598
656.593,545.505,100.629,2376.103,2276.691,2060.969,1432.711,1416.041,1359.536,1217.33,1297.691,785.082,921.392,1052.381,998.495,953.072,997.433,937.907,1056.773
656.721,539.897,101.289,2373.072,2264.753,2064.588,1424.309,1405.649,1362.835,1219.485,1289.351,781.278,920.897,1045.814,989.124,950.454,982.227,949.608,1070.103
656.849,547.577,101.144,2355.763,2267.835,2053.165,1427.237,1405.732,1369.443,1225.299,1291.588,784.804,922.186,1054.474,1015.423,953.598,991.361,947.361,1066.948
656.977,543.258,101.268,2343.433,2262.557,2048.639,1419.021,1395.031,1360.247,1209.856,1286.691,775.299,914.691,1040.825,985.021,955.227,985.412,941.113,1058.753
657.105,540.515,98.825,2355.33,2256.505,2046.969,1417.979,1400.371,1349.155,1206.711,1280.866,778.732,911.608,1047.113,992.433,958.66,979.918,944.897,1052.247
657.233,541.031,99.289,2318.753,2235.175,2029.598,1406.649,1393.103,1346.186,1198.062,1271.052,770.454,910.722,1034.897,982.082,945.99,974.629,943.351,1054.485
657.362,534.103,101.01,2329.299,2242.649,2032.247,1418.423,1394.144,1343.856,1200.835,1271.0,776.505,915.144,1044.526,987.546,955.402,986.34,933.278,1044.784
657.49,540.299,100.784,2334.289,2238.742,2030.649,1402.876,1383.309,1342.041,1206.567,1266.732,769.629,906.289,1042.495,986.443,950.742,979.608,942.093,1048.918
657.618,539.969,101.175,2323.536,2220.608,2023.866,1399.474,1398.237,1343.258,1208.371,1268.485,767.052,914.577,1044.567,989.155,954.144,979.299,937.907,1047.361
657.746,540.289,99.753,2340.454,2228.866,2019.68,1406.784,1392.825,1342.814,1199.495,1270.784,767.031,898.062,1037.557,991.876,948.01,981.031,918.928,1049.959
657.874,534.557,100.0,2317.732,2217.876,2000.577,1395.505,1382.206,1327.835,1197.082,1259.268,770.371,895.722,1032.289,987.041,940.216,973.804,925.825,1041.557
658.002,536.021,100.567,2303.433,2213.701,1989.041,1403.237,1384.536,1341.753,1193.876,1261.299,774.268,906.423,1040.639,985.505,947.969,972.608,931.031,1039.536
658.13,527.938,98.773,2319.299,2224.196,2011.361,1389.155,1379.485,1325.454,1188.134,1242.588,765.969,897.289,1042.175,977.629,942.021,975.526,926.227,1032.649
658.258,531.526,99.784,2301.99,2215.948,2008.557,1396.423,1373.113,1334.577,1189.794,1253.495,770.835,899.67,1039.794,987.371,940.536,963.804,929.299,1041.268
658.387,529.619,101.134,2286.711,2191.433,1975.784,1399.433,1367.588,1324.835,1182.526,1252.103,769.289,896.773,1040.351,979.0,949.557,973.196,924.588,1042.381
658.515,518.784,99.103,2280.392,2197.567,1982.278,1381.052,1351.474,1310.474,1176.278,1243.072,758.536,891.99,1037.567,975.175,932.072,960.289,919.588,1038.175
658.643,525.361,99.691,2283.845,2191.289,1988.247,1384.247,1369.021,1318.247,1174.052,1235.649,760.608,893.165,1036.897,981.33,947.876,968.67,925.423,1035.938
658.771,530.443,99.856,2306.454,2209.536,1998.052,1389.794,1370.289,1325.649,1172.784,1244.887,766.01,892.0,1038.773,989.515,945.536,961.567,923.113,1030.371
658.899,521.062,100.742,2287.485,2186.67,1985.113,1374.515,1364.093,1310.959,1163.412,1240.619,754.546,887.722,1031.68,987.711,936.216,960.928,920.876,1025.938
659.027,527.546,100.454,2265.804,2176.918,1974.247,1378.093,1357.402,1313.887,1167.546,1234.247,763.216,891.443,1040.959,986.371,938.196,970.629,922.134,1022.938
659.155,522.454,99.515,2272.67,2168.258,1958.979,1375.856,1362.866,1312.258,1164.299,1221.577,767.134,889.814,1041.907,987.206,938.402,962.113,922.856,1028.113
659.283,523.144,98.907,2260.773,2155.928,1947.691,1366.289,1344.814,1297.041,1150.485,1217.041,761.773,883.464,1031.701,979.062,934.66,960.959,913.258,1023.33
659.412,517.938,99.938,2261.845,2167.309,1944.206,1363.495,1344.598,1294.082,1159.557,1226.0,756.639,880.577,1028.216,981.062,935.289,953.216,910.66,1020.423
659.54,525.34,100.629,2268.619,2163.216,1952.948,1361.608,1347.536,1295.464,1153.309,1222.309,756.351,879.866,1028.536,972.588,933.732,963.505,906.299,1022.969
659.668,525.619,99.629,2249.392,2149.856,1945.711,1357.619,1365.186,1299.485,1155.794,1220.464,754.969,876.0,1024.144,973.103,936.392,960.309,908.381,1016.794
659.796,513.309,99.845,2234.928,2158.784,1934.433,1352.485,1337.381,1283.608,1156.979,1204.021,746.082,874.041,1021.928,971.845,928.206,947.546,905.928,1006.969
659.924,524.68,100.041,2264.144,2155.536,1958.856,1359.268,1336.588,1301.722,1150.639,1203.691,754.753,881.722,1027.804,976.052,930.103,959.216,914.474,1017.268
660.052,516.082,100.134,2269.175,2161.361,1938.206,1361.711,1334.443,1282.639,1152.258,1202.093,746.082,866.629,1029.402,974.629,929.361,957.969,898.567,1005.835
660.18,506.598,99.67,2227.402,2130.567,1916.907,1336.454,1339.639,1275.866,1133.866,1188.412,744.928,870.454,1021.691,969.608,920.876,952.402,903.577,1000.763
660.308,518.526,100.588,2232.835,2130.907,1922.598,1341.0,1329.948,1276.175,1135.794,1196.134,748.144,879.227,1031.907,978.289,935.464,949.186,908.897,1008.918
660.437,510.763,100.33,2232.454,2126.959,1927.907,1342.598,1316.784,1275.268,1132.361,1183.732,741.619,868.247,1020.835,967.423,922.113,945.546,902.155,1008.68
660.565,503.763,99.619,2215.928,2114.093,1917.804,1340.629,1324.041,1272.629,1139.68,1179.804,741.67,872.072,1013.124,971.804,916.474,950.227,894.485,1010.845
660.693,512.711,100.639,2217.093,2128.495,1909.01,1331.227,1316.454,1261.814,1125.062,1192.938,738.959,867.639,1021.361,975.866,919.598,949.845,892.959,1000.773
660.821,510.103,101.34,2216.68,2098.361,1901.103,1330.031,1321.814,1268.536,1127.247,1186.351,733.691,864.948,1019.876,973.227,921.753,937.577,893.753,1001.588
660.949,502.33,100.031,2228.227,2134.01,1923.619,1342.742,1326.598,1266.784,1133.093,1187.309,737.691,867.763,1022.897,968.742,920.773,944.608,894.433,1007.0
661.077,501.515,100.66,2195.711,2107.196,1892.897,1328.608,1310.928,1257.845,1117.361,1181.99,736.227,855.443,1019.546,968.505,913.557,943.969,889.804,999.515
661.205,502.206,99.072,2185.856,2092.577,1887.443,1328.691,1322.216,1264.371,1111.278,1175.371,737.021,856.557,1014.546,963.546,915.144,946.505,884.474,995.412
661.333,503.423,100.67,2209.732,2103.0,1895.629,1319.258,1306.237,1259.433,1113.505,1170.691,735.093,857.103,1012.299,959.495,919.278,939.093,886.928,985.732
661.462,509.361,102.268,2206.845,2099.309,1900.588,1331.206,1311.052,1264.907,1119.351,1187.041,731.691,852.763,1021.67,969.515,925.979,953.454,892.485,1003.247
661.59,507.165,100.412,2186.309,2082.753,1877.072,1329.361,1299.072,1258.938,1114.825,1172.918,735.866,872.959,1013.784,965.845,915.495,947.866,892.155,992.361
661.718,495.32,99.196,2214.835,2099.887,1888.052,1326.309,1307.67,1244.01,1111.093,1164.784,729.526,853.753,1018.247,974.753,916.887,932.041,870.619,985.299
661.846,499.814,99.155,2196.423,2093.072,1884.0,1311.608,1297.845,1251.794,1101.144,1164.309,729.773,847.546,1017.711,957.753,910.711,931.371,882.454,982.32
661.974,501.897,100.474,2197.825,2080.742,1873.454,1315.938,1300.072,1239.866,1099.268,1166.351,731.289,861.588,1010.309,963.113,916.969,938.608,879.918,990.196
662.102,498.701,100.825,2186.175,2064.526,1868.649,1323.268,1295.454,1239.392,1107.351,1162.619,728.0,852.278,1013.742,967.052,909.691,940.041,888.031,986.33
662.23,498.433,99.969,2187.619,2068.175,1874.258,1314.67,1299.289,1237.082,1098.443,1158.515,734.268,852.072,1017.0,965.856,912.928,940.629,885.835,974.309
662.358,498.99,100.474,2180.546,2070.299,1865.278,1309.381,1291.227,1237.938,1093.557,1150.021,733.835,848.918,1015.856,955.474,911.464,928.732,883.598,983.814
662.487,492.031,100.67,2161.722,2069.887,1843.897,1303.979,1291.979,1243.732,1100.495,1160.866,732.948,846.052,1011.505,966.299,910.072,925.474,883.103,977.062
662.615,491.732,100.794,2160.505,2048.732,1845.371,1306.918,1275.557,1231.66,1079.629,1136.113,719.959,845.67,1001.887,953.443,912.186,928.99,872.99,977.948
662.743,489.278,100.258,2163.773,2059.412,1845.134,1306.701,1288.474,1229.773,1093.072,1150.969,732.361,849.649,1017.629,969.804,913.072,926.825,875.082,979.268
662.871,493.031,99.825,2153.381,2048.835,1838.588,1299.381,1286.732,1232.67,1091.691,1143.052,723.948,843.474,1014.928,971.268,910.041,923.423,876.268,980.948
662.999,492.649,99.32,2146.557,2044.278,1858.835,1299.124,1280.485,1229.165,1085.0,1143.763,725.835,847.536,1008.0,963.907,908.887,929.495,880.577,976.423
663.127,495.361,100.361,2160.072,2064.907,1852.67,1295.536,1270.454,1216.763,1077.711,1141.103,723.845,836.979,1010.433,963.577,913.495,927.433,873.361,969.68
663.255,486.948,99.299,2149.948,2048.124,1840.0,1289.866,1277.577,1210.639,1085.649,1142.649,729.959,838.412,1003.907,961.567,901.732,924.588,873.124,981.629
663.383,488.32,100.701,2153.505,2031.134,1832.247,1301.361,1284.361,1219.505,1092.464,1143.309,722.34,839.392,1024.103,968.969,918.072,925.918,870.515,975.01
663.512,488.381,98.124,2153.144,2036.979,1828.072,1304.392,1281.247,1224.155,1082.629,1138.474,725.165,843.299,1009.619,957.907,914.423,926.072,874.67,973.351
663.64,486.216,98.866,2136.361,2036.567,1816.227,1295.866,1276.134,1222.196,1074.557,1136.165,728.938,832.33,1016.711,964.68,912.289,931.825,871.289,973.062
663.768,491.505,99.505,2131.979,2027.402,1827.175,1285.619,1267.206,1219.619,1064.309,1129.701,716.299,835.464,1013.268,962.165,902.804,920.052,872.691,963.361
663.896,487.928,100.237,2126.804,2013.412,1825.351,1284.155,1272.351,1213.227,1075.072,1121.722,725.227,826.773,1012.072,952.485,906.247,917.649,872.629,970.938
664.024,484.381,99.577,2118.258,2016.639,1804.629,1284.526,1260.515,1211.763,1077.01,1126.34,716.742,828.412,1007.34,955.0,909.031,922.309,869.732,973.938
664.152,485.412,99.402,2101.01,2004.216,1797.835,1285.474,1262.124,1204.68,1075.113,1123.33,718.722,837.278,1006.227,956.165,903.247,923.34,866.144,969.907
664.28,484.948,98.897,2128.361,2019.134,1814.443,1285.619,1275.093,1213.32,1072.443,1121.258,721.165,835.856,1003.928,964.258,913.155,924.485,869.103,969.959
664.408,483.948,101.196,2098.433,2010.505,1797.495,1271.082,1259.99,1200.598,1063.155,1119.918,712.928,830.969,1007.464,959.464,907.557,924.598,859.186,956.557
664.537,484.588,101.103,2096.392,1990.381,1788.124,1284.588,1247.598,1194.144,1063.732,1125.907,709.825,833.381,1009.505,960.67,914.351,925.155,864.268,971.66
664.665,486.598,99.443,2106.155,2001.546,1795.505,1270.309,1255.557,1199.598,1055.546,1118.639,719.505,822.515,1009.856,959.526,910.536,921.639,861.629,961.392
664.793,486.649,100.742,2093.691,1993.876,1798.278,1264.165,1252.278,1198.031,1059.165,1106.701,714.278,827.948,996.361,943.0,900.814,913.979,853.66,962.165
664.921,479.33,101.247,2085.619,1982.155,1769.804,1267.536,1247.299,1198.33,1050.402,1105.753,716.33,830.433,999.371,956.165,896.34,907.155,854.041,951.763
665.049,485.557,99.969,2095.773,2004.361,1788.464,1264.588,1240.0,1194.134,1057.33,1099.278,718.866,814.928,1009.175,958.196,898.99,918.515,854.021,963.773
665.177,487.67,101.031,2081.784,1981.526,1772.031,1282.247,1260.309,1195.742,1059.784,1109.278,719.918,829.278,1009.351,964.381,905.753,919.619,861.897,957.113
665.305,479.866,100.887,2085.876,1983.588,1774.918,1270.598,1246.691,1192.495,1052.33,1104.423,717.371,822.01,1011.103,956.835,903.351,914.062,858.969,961.495
665.433,482.495,99.691,2087.773,1964.825,1766.381,1268.639,1242.474,1181.227,1054.093,1105.052,704.485,816.876,1014.701,953.103,894.67,924.278,863.134,952.753
665.562,483.258,100.124,2106.34,1997.103,1770.732,1267.68,1241.309,1190.186,1049.68,1099.784,716.01,821.557,1013.103,957.031,897.835,920.887,864.557,961.928
665.69,479.515,100.309,2065.237,1971.732,1748.845,1259.546,1236.33,1190.309,1042.722,1099.474,708.876,820.907,1007.412,947.814,906.402,917.608,860.216,951.33
665.818,478.701,100.206,2070.216,1956.041,1755.031,1257.144,1243.433,1180.361,1051.753,1104.351,706.649,820.402,1006.907,957.052,893.845,911.113,863.103,955.763
665.946,475.237,99.381,2064.505,1966.021,1756.526,1258.052,1231.237,1177.619,1046.124,1093.485,709.474,817.835,1004.639,955.928,903.454,905.99,844.031,950.959
666.074,475.639,98.062,2079.103,1968.649,1754.649,1251.608,1237.144,1176.979,1042.278,1097.567,709.361,815.227,1015.546,951.876,909.082,908.753,852.299,948.392
666.202,479.804,99.649,2066.124,1952.371,1750.196,1260.711,1238.186,1171.113,1040.412,1092.515,713.567,815.742,1006.629,951.392,904.196,913.856,846.144,953.959
666.33,473.928,100.392,2034.113,1940.918,1733.691,1251.082,1224.0,1170.381,1034.722,1096.629,703.68,814.371,1004.433,955.794,900.701,908.557,850.0,950.536
